Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
20.4,Male,42142.1965451094,Yes,4.237823307356179,87.60871554631863,3,50.2,Yes,Yes,2.5,4.0,4.0,3.98,Year 2,Science,High School,0
21.0,Female,41138.895220017635,Yes,8.983724170748157,76.30577928876671,2,30.1,Yes,Yes,3.4,3.49,3.28,3.28,Year 1,Business,Master,0
22.1,Female,44065.19392489976,Yes,5.1034645124271,85.7854348583649,1,44.5,No,No,6.6,2.14,1.68,1.68,Year 1,CS,Bachelor,0
23.6,Male,49369.2532246501,No,6.477452995039213,71.98699622697197,1,22.1,No,No,3.0,2.77,3.1,3.14,Year 2,CS,Bachelor,1
37.599760748797735,Female,44400.213640656584,Yes,4.8365382462516555,79.91245833133543,3,5.0,No,Yes,9.0,1.07,1.48,1.44,Year 2,Engineering,Bachelor,1
20.6,Male,144440.63038865663,Yes,5.86494255912308,71.68194998695175,1,24.4,No,No,5.6,3.46,4.0,3.98,Year 3,CS,PhD,0
43.42497119304079,Female,71445.1437593807,Yes,4.694833191536566,63.9058525694021,2,25.2,No,No,5.8,0.0,0.0,0.02,Year 2,CS,Bachelor,0
28.68555127590834,Female,97355.71124520761,Yes,8.289544929396932,79.58650505860791,3,40.7,No,No,6.3,2.78,2.68,2.6,Year 2,Arts,PhD,1
43.46021077358928,Female,41998.63820280064,Yes,6.379195063893153,80.79970289928018,1,17.2,No,Yes,6.7,1.73,1.6,1.65,Year 4,Business,High School,0
20.0,Female,82605.38101757262,No,6.067022258516685,81.19780063762857,2,31.7,Yes,Yes,7.3,4.0,3.99,4.0,Year 3,CS,Bachelor,0
44.90945918938241,Male,34374.32571891464,Yes,6.195444221999116,83.13956567968378,1,7.2,No,No,6.0,3.08,2.86,2.86,Year 1,Engineering,Bachelor,0
20.8,Female,44094.61285578757,Yes,4.9306086678104215,72.00666080791919,1,31.6,Yes,No,7.5,2.86,2.31,2.31,Year 1,Science,High School,0
34.263292831242175,Female,45555.768317059184,Yes,5.047303544104848,76.55857237447314,2,26.3,Yes,No,4.3,1.92,1.59,1.62,Year 3,CS,High School,0
17.0,Female,41797.20451126332,No,6.759694103534702,69.52230449817459,1,39.6,Yes,Yes,9.7,0.86,0.58,0.54,Year 3,Engineering,High School,1
18.2,Female,36932.398311573736,Yes,4.86961331017059,84.93279411902583,3,43.1,No,No,4.5,0.88,1.0,1.03,Year 2,CS,High School,0
29.01283875067451,Male,50777.919022690236,Yes,6.560150607844459,84.58242664446479,0,9.4,No,No,2.7,2.45,2.49,2.51,Year 3,Engineering,High School,0
21.1,Male,39519.909125724334,No,7.863901211671483,88.26645047660227,3,43.6,No,Yes,8.5,2.45,2.46,2.46,Year 1,CS,Bachelor,0
42.70086794315114,Female,40965.06633931834,Yes,7.268956262000303,76.16951915595824,1,40.1,Yes,No,4.1,1.04,1.45,1.48,Year 3,Arts,High School,0
22.5,Female,74814.96584013359,Yes,4.987955291807852,67.4147777014252,1,9.4,No,No,5.2,3.13,3.62,3.64,Year 3,CS,Bachelor,0
29.92555880030329,Male,53778.61224818082,Yes,6.328618286367673,61.47000909428695,2,33.8,Yes,No,6.4,0.4,0.59,0.59,Year 1,Science,Master,0
18.9,Male,34139.832677426304,Yes,6.044300711580581,61.4339156352139,1,34.2,Yes,Yes,5.5,1.92,1.93,1.93,Year 3,CS,Master,0
33.27776072632429,Male,40868.41057458515,Yes,4.826899358703449,84.30558056843338,0,45.4,No,No,5.0,1.43,1.18,1.21,Year 4,CS,High School,0
30.815662693275513,Female,81171.67026671907,Yes,7.171858858235771,72.35902070809252,2,18.9,No,No,1.4,3.39,3.13,3.21,Year 2,Business,Bachelor,0
18.1,Male,63311.501191183306,Yes,6.678631641350694,81.69968910283126,3,17.5,No,No,5.0,1.73,2.06,2.11,Year 4,Business,Bachelor,0
37.943993253183685,Female,40468.77420314004,Yes,4.533928943424524,75.27585722639489,0,25.1,No,Yes,6.1,1.05,1.16,1.15,Year 3,Business,Bachelor,0
21.2,Male,89816.89304487256,Yes,7.632300413165096,61.20236162401544,1,38.7,Yes,No,2.9,4.0,4.0,3.98,Year 3,Arts,Bachelor,0
21.3,Male,36561.24948044384,Yes,6.366825779999363,86.62021250026424,1,36.9,No,No,3.9,4.0,4.0,4.0,Year 3,Business,High School,0
41.09274719392475,Female,47795.370356390806,Yes,3.95365322337722,74.44597260893339,1,14.9,No,No,6.6,0.57,0.81,0.83,Year 2,Business,High School,0
17.0,Male,75101.9586281939,Yes,8.369693418129444,64.86486409946596,1,55.2,Yes,No,4.5,2.25,2.25,2.32,Year 4,Science,High School,0
22.1,Male,52630.66491972791,No,3.0340312811306087,81.94885565989595,1,12.0,Yes,No,3.9,3.22,3.71,3.66,Year 4,Engineering,Bachelor,0
20.3,Female,57330.27937819265,Yes,5.882233673089629,74.56382348090744,0,32.2,Yes,Yes,2.8,2.73,2.43,2.37,Year 4,Science,Bachelor,0
21.0,Male,33581.268214131924,Yes,6.236137017723581,88.30667288278804,1,13.6,No,Yes,6.4,2.69,2.88,2.88,Year 1,Business,Master,0
21.0,Female,41684.9655993321,Yes,7.134565887527838,63.271903617983,1,33.9,No,No,5.3,1.33,0.98,0.91,Year 2,Science,High School,1
42.88468457152947,Male,44355.16313578512,Yes,5.425788652034355,65.4291291571359,0,26.7,Yes,No,4.6,0.73,0.25,0.22,Year 3,Science,Bachelor,1
20.3,Female,53365.80000292952,Yes,6.4123230532666415,87.0334618381193,2,33.7,Yes,Yes,5.4,3.3,3.21,3.16,Year 2,Science,High School,0
22.8,Male,42808.10224218447,Yes,5.607814022109276,95.58426875421773,1,37.5,No,No,3.8,4.0,4.0,4.0,Year 1,Arts,Bachelor,0
20.2,Male,44655.34394902561,Yes,5.895902320442297,82.14164651415757,3,28.6,No,No,4.9,1.67,1.47,1.53,Year 4,Engineering,Bachelor,1
18.8,Male,39105.90210657123,No,5.561831565243443,77.82833091105766,2,37.5,No,No,3.4,2.09,1.94,1.96,Year 4,Business,Bachelor,0
23.6,Male,44829.738673025335,Yes,5.184588501185529,75.50949366512387,2,16.7,No,Yes,5.3,0.82,1.1,1.08,Year 4,CS,Bachelor,0
41.29997886318405,Male,68095.75435574888,Yes,6.810759010505117,80.22536653656093,4,26.4,No,Yes,3.5,4.0,3.84,3.82,Year 3,CS,Master,1
24.2,Female,33612.600635014474,Yes,5.145741822618281,72.56145794609903,3,44.0,No,No,4.6,3.06,3.21,3.21,Year 1,CS,Master,0
38.63158606044596,Female,34783.93084117019,Yes,4.868946728931326,76.25018222692844,0,52.4,No,No,5.9,1.58,0.89,0.93,Year 2,Arts,Master,0
30.044149995279138,Female,48855.44009387292,Yes,6.251751234962759,80.73958140948176,2,40.6,No,No,1.3,4.0,3.25,3.22,Year 3,CS,Bachelor,0
17.1,Female,41500.51714320879,Yes,6.725825781059812,70.85174689650088,5,43.2,No,No,6.6,2.83,3.04,3.04,Year 1,Business,High School,0
39.885314928826645,Female,37319.20713258913,Yes,5.037916256678919,63.34168483682318,3,37.8,No,No,5.4,2.33,2.86,2.93,Year 4,CS,PhD,0
21.2,Male,37529.23317467051,Yes,8.822916870063425,68.88072176623018,5,34.9,No,No,5.9,2.48,1.97,1.97,Year 3,CS,Master,1
19.7,Female,42040.31199485164,Yes,3.8717478341365625,74.85842985165839,3,15.1,No,No,3.8,2.14,2.19,2.19,Year 1,Science,Bachelor,0
18.6,Female,43302.027411002695,Yes,2.0099883850247497,78.07325544635627,3,48.9,Yes,No,4.6,0.57,0.35,0.35,Year 1,CS,Master,1
19.8,Female,68495.07772022524,Yes,5.122405622612802,74.51531492998032,2,25.2,Yes,Yes,7.0,1.83,1.32,1.31,Year 4,Science,Bachelor,1
44.27850360618989,Male,39211.331641317636,Yes,8.717019480149,71.99364863719816,0,34.4,No,No,5.8,4.0,4.0,4.0,Year 3,CS,Master,0
21.5,Male,42356.63880346288,No,5.84048936089547,56.76042331539712,1,14.8,No,No,6.6,2.06,1.89,1.95,Year 3,Business,High School,0
36.71737529283847,Male,46238.92819266048,Yes,5.721872150992132,67.10745381237093,1,5.2,Yes,No,7.1,1.67,1.13,1.1,Year 3,Arts,PhD,0
43.57274960073562,Male,49023.13959891536,Yes,4.047936411855506,65.7218162972104,4,24.3,No,No,8.1,2.06,2.29,2.25,Year 2,CS,High School,0
26.3,Male,126400.53868311268,Yes,4.885109261655522,63.59856388800251,3,19.8,No,No,4.6,1.07,0.79,0.71,Year 2,CS,High School,1
21.2,Male,57222.89231574831,No,4.42228553048619,83.98504728580917,1,35.9,No,No,4.9,3.29,3.04,3.02,Year 4,Business,Bachelor,0
36.53173732245821,Female,82536.75618244585,Yes,7.469864345531356,82.55041993859308,0,40.4,Yes,No,4.3,3.53,3.47,3.57,Year 2,Science,Master,0
21.4,Female,67799.794372238,Yes,7.033558005296484,79.08095819698981,3,24.3,Yes,No,6.6,3.7,3.38,3.38,Year 1,CS,Master,0
20.7,Male,37682.573146828494,No,6.947823347465983,92.60972699234756,3,35.9,Yes,No,4.3,4.0,4.0,3.99,Year 4,Business,Bachelor,0
23.6,Male,48137.77722431853,Yes,5.589091772467041,71.04048166134822,1,6.5,No,Yes,5.7,1.43,1.2,1.29,Year 2,Engineering,Master,1
22.4,Male,53376.6108069118,Yes,7.860460272742261,66.2360278930515,2,8.6,No,No,6.7,1.36,1.3,1.3,Year 1,CS,Master,0
21.3,Male,39008.33552933787,Yes,5.802038566674244,91.82398185200694,2,31.1,No,Yes,3.7,4.0,3.59,3.61,Year 2,Science,Master,0
22.7,Male,39600.943893660726,Yes,5.471433135107408,81.1774583555534,3,9.4,No,Yes,4.5,2.11,2.71,2.73,Year 2,Engineering,Master,0
19.9,Female,39337.6392926249,Yes,3.6640230693014373,82.53948860085708,1,34.8,No,No,6.8,2.3,2.15,2.13,Year 2,CS,Master,0
22.1,Male,42476.627758686256,Yes,5.67640395933133,54.781202942919506,0,13.6,No,Yes,6.4,1.5,1.28,1.36,Year 2,CS,Bachelor,1
19.2,Female,55147.492835079545,Yes,8.120120792421776,73.03255944206333,1,18.4,No,Yes,3.8,1.57,1.41,1.41,Year 1,CS,Master,0
43.88429538993523,Female,52050.94050996581,Yes,5.4915057248715815,82.339006984744,2,43.5,Yes,Yes,5.3,2.06,1.78,1.87,Year 3,Arts,High School,0
22.8,Male,43522.7324690006,Yes,8.404224693275,73.46309248635369,0,42.7,No,No,6.4,1.85,1.92,1.95,Year 3,Engineering,PhD,0
31.900056797380095,Male,33655.25584935497,Yes,7.81402908403009,63.43790890271579,0,52.5,No,No,7.1,2.0,1.46,1.43,Year 4,Science,High School,1
22.5,Male,36151.16482254357,Yes,6.923329592484583,69.20310119026209,2,14.0,No,No,5.9,1.43,1.35,1.35,Year 1,Science,High School,0
30.484646310217883,Male,43503.87475171313,Yes,6.93960405033685,69.81096846485735,4,7.2,No,Yes,5.0,3.31,2.9,2.87,Year 2,CS,PhD,0
22.3,Female,43546.05992694801,Yes,8.366087790839792,76.07430356050088,1,28.7,No,No,4.7,1.48,1.36,1.36,Year 1,CS,Bachelor,0
