Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
21.7,Male,25000.0,Yes,7.578944649941275,75.0,0,43.6,Yes,No,7.295077209305323,4.0,3.89,3.89,Year 1,Science,High School,0
19.3,Male,46863.0,Yes,5.1888443700534985,84.4,3,34.0,No,Yes,6.980307753862985,1.4,1.2,1.2,Year 1,Arts,Bachelor,1
17.0,Female,25000.0,Yes,4.428350193525855,66.0,1,44.8,No,Yes,7.174353632125587,1.07,1.46,1.46,Year 1,Engineering,Bachelor,1
19.2,Male,85485.0,Yes,5.626946392291828,91.6,1,33.4,No,No,1.6584306640619373,4.0,4.0,4.0,Year 1,CS,Master,0
23.2,Female,25000.0,Yes,4.250140643523395,91.2,1,40.3,Yes,No,4.370215563742957,1.41,1.73,1.79,Year 4,Science,Bachelor,0
24.6,Female,25000.0,Yes,5.1958058727750895,86.0,1,23.3,No,Yes,7.820233596389295,2.95,2.65,2.63,Year 4,Business,PhD,1
19.0,Male,35504.0,Yes,4.40306906476562,77.1,1,31.7,No,No,3.703720651584305,2.47,3.02,3.03,Year 3,Arts,Master,0
22.2,Female,29365.0,Yes,7.370563835972589,72.5,0,31.0,Yes,No,7.337207289804422,2.82,2.82,2.84,Year 3,Science,High School,0
21.9,Male,25000.0,Yes,4.864852182321509,77.1,2,35.3,Yes,No,2.4655743527451826,1.76,1.65,1.73,Year 2,Arts,Bachelor,0
18.1,Male,25000.0,No,4.759111793750761,81.3,0,31.5,Yes,Yes,7.090973093294697,3.28,3.28,3.32,Year 4,CS,Bachelor,0
22.1,Male,43661.0,Yes,2.899745924135208,88.9,2,27.7,No,No,6.452176507513912,3.74,3.83,3.77,Year 4,Engineering,Bachelor,1
17.0,Male,48005.0,Yes,7.862654350127008,78.2,3,36.6,Yes,No,5.662928929354352,1.83,1.41,1.42,Year 4,Business,High School,0
23.2,Female,58656.0,Yes,4.778047311652433,83.9,1,56.3,No,No,6.922155190440668,2.37,1.79,1.79,Year 1,CS,Bachelor,0
20.8,Male,29866.0,Yes,5.930853678913541,77.2,3,37.8,No,No,2.753521086521824,4.0,4.0,4.0,Year 1,Business,High School,0
23.5,Male,96182.0,Yes,7.046477328642775,99.6,2,31.6,No,No,5.205727057069408,3.79,3.98,3.98,Year 1,CS,High School,0
19.8,Female,25158.0,Yes,6.517267622932028,85.3,2,33.5,No,No,6.892605360233829,1.74,1.32,1.34,Year 2,Arts,High School,0
21.7,Female,51932.0,Yes,4.328897611229945,66.2,2,34.0,No,No,9.261459799472885,1.39,2.11,2.11,Year 3,Engineering,Bachelor,1
21.7,Female,28054.0,Yes,3.630676019305717,59.5,2,44.3,No,No,3.284846576572277,3.02,3.26,3.28,Year 3,Science,Master,0
17.6,Female,34986.0,Yes,6.024977102816294,76.9,4,39.1,Yes,Yes,6.906828221118749,1.84,2.25,2.15,Year 2,CS,Bachelor,0
17.0,Female,94216.0,No,4.71317280473519,81.2,2,40.0,No,No,5.655306122515953,3.35,3.1,3.16,Year 2,Engineering,High School,0
21.9,Male,25000.0,No,6.640712231596517,81.5,3,62.0,No,No,3.3421556630418685,3.66,4.0,4.0,Year 3,Business,High School,0
20.9,Male,25000.0,Yes,3.2932169047831183,79.2,4,8.0,No,Yes,5.394714420001014,1.33,0.92,0.96,Year 4,Arts,Master,0
20.3,Female,25000.0,Yes,6.57938681367641,79.8,2,30.2,No,No,8.305357003804678,1.58,1.64,1.58,Year 3,Arts,Bachelor,1
22.0,Female,50303.0,Yes,6.31449666102211,74.1,3,42.1,No,No,6.594403932465109,2.4,1.72,1.77,Year 3,CS,High School,0
19.4,Female,26854.0,Yes,5.0329501175490865,82.9,2,37.8,No,No,5.8022619797682715,0.94,0.89,0.82,Year 4,Engineering,Master,0
21.0,Male,33011.0,Yes,5.511477354558069,74.0,2,22.3,Yes,No,8.018680045404317,3.05,2.7,2.72,Year 4,Arts,Bachelor,0
19.5,Female,26928.0,Yes,5.623159072110308,86.8,1,26.4,Yes,No,6.751501931887095,3.87,4.0,3.98,Year 2,Arts,Master,0
24.3,Male,46653.0,Yes,4.51274497068289,86.7,2,30.7,No,No,5.15659905250464,0.78,0.77,0.84,Year 3,Arts,Bachelor,1
18.5,Female,41396.0,Yes,3.1431282837252112,82.3,1,37.2,No,No,3.5667758202583406,2.67,3.06,3.03,Year 3,Arts,Bachelor,0
23.0,Male,53147.0,Yes,4.462685805179804,86.1,3,51.4,Yes,No,7.994497434210186,1.82,1.09,1.09,Year 1,Engineering,Bachelor,1
21.4,Female,99178.0,Yes,5.222716031475172,80.8,1,26.0,Yes,Yes,4.862357987712528,2.94,3.01,3.01,Year 1,Engineering,Bachelor,0
24.8,Female,31583.0,Yes,5.494628431480681,77.3,2,31.9,No,No,4.327873726141733,1.33,1.61,1.68,Year 4,Science,High School,0
22.8,Female,37713.0,Yes,5.76395087572952,71.0,0,25.7,No,No,8.311666681621519,0.0,0.17,0.15,Year 3,CS,Bachelor,0
22.4,Male,30446.0,Yes,5.310641210183411,84.1,0,35.9,No,No,7.5155737904678706,3.68,3.43,3.43,Year 1,Business,Bachelor,0
19.6,Male,25000.0,Yes,7.856303771021432,87.4,4,23.1,Yes,Yes,5.451363909920848,3.25,3.31,3.29,Year 4,CS,High School,0
18.4,Male,44565.0,No,4.2946853276064285,82.1,2,24.4,Yes,No,6.5118888973958775,2.88,3.14,3.19,Year 3,Science,Bachelor,0
22.9,Male,25000.0,Yes,5.237998596388254,73.7,3,31.7,No,Yes,5.634270619425716,1.2,0.89,0.89,Year 1,CS,Bachelor,1
19.9,Female,28307.0,Yes,7.819988135354095,82.2,2,5.0,Yes,No,4.682083005717031,4.0,3.84,3.81,Year 4,Engineering,Bachelor,0
19.5,Female,36770.0,Yes,5.209665454914647,85.0,1,26.5,No,No,6.630622806835186,1.37,1.46,1.46,Year 1,Engineering,Master,0
18.4,Male,30340.0,Yes,7.707614940136712,78.3,0,35.9,No,No,5.510920326533868,2.23,2.18,2.18,Year 1,Engineering,High School,0
19.7,Female,25000.0,Yes,4.6417461617151865,76.2,1,14.2,Yes,No,5.536215378076886,0.0,0.05,0.09,Year 3,Engineering,Bachelor,1
19.6,Male,25000.0,Yes,8.646423856783295,84.8,2,34.4,No,No,7.738023794131665,4.0,4.0,4.0,Year 4,Business,Bachelor,0
21.8,Female,30052.0,Yes,4.508958102881925,95.8,3,35.8,No,No,6.105864274562716,4.0,3.84,3.88,Year 4,Engineering,Master,0
18.4,Female,124140.0,Yes,5.2378343643475995,73.6,2,53.6,No,No,4.751363474136983,2.48,2.13,2.19,Year 2,Arts,Bachelor,0
24.9,Male,25000.0,Yes,8.068775053021916,96.7,2,41.8,Yes,No,7.172445414602736,2.38,2.22,2.2,Year 2,Arts,Bachelor,0
21.6,Female,29331.0,No,4.7225412784567,95.7,4,23.2,No,No,5.768452544935975,2.78,2.59,2.62,Year 2,Business,PhD,0
21.7,Female,25000.0,Yes,4.132660858077503,84.4,0,28.8,Yes,No,3.7424706245601977,3.43,3.79,3.87,Year 2,CS,PhD,0
22.4,Male,28816.0,Yes,4.926171085481871,88.0,3,37.3,Yes,No,3.733928638746185,2.03,1.67,1.72,Year 4,Science,Bachelor,0
18.1,Female,25000.0,Yes,5.316020958708716,97.5,1,36.4,No,No,4.2883256720939436,1.87,2.51,2.47,Year 3,Science,Bachelor,0
